,gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,TotalCharges,Churn,Geography,CreditScore,Surname,EstimatedSalary,MonthlyCharges,customerID,Dependents,PaymentMethod,Charge
3330,Male,0.0,No,2.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,97,No,Germany,829.0,Martin,119708.21,49.25,5948-UJZLF,No,Mailed check,49.25
3331,Female,0.0,Yes,17.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,1460.65,Yes,France,594.0,Folliero,26215.85,88.25,0378-NHQXU,Yes,Electronic check,88.25
3332,Male,0.0,No,,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,819.55,Yes,Spain,607.0,Jamieson,46416.36,100.85,6326-MTTXK,No,Electronic check,100.85
3333,Male,0.0,Yes,43.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,3551.65,No,Spain,692.0,Davidson,178342.63,86.1,2716-GFZOR,No,Credit card (automatic),86.1
3334,Male,0.0,No,2.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,96.45,Yes,Spain,568.0,Yin,125870.79,45.0,4671-LXRDQ,No,Mailed check,45.0
3335,Male,0.0,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1432.55,No,France,645.0,Abbott,11638.17,20.55,6855-VLGOS,Yes,Electronic check,20.55
3336,Male,0.0,Yes,7.0,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,516.15,No,Spain,607.0,Tan,76744.72,69.7,3701-SFMUH,Yes,Credit card (automatic),69.7
3337,Male,1.0,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,37.2,No,Spain,727.0,Hung,198446.91,19.2,9137-NOQKA,No,Electronic check,19.2
3338,Male,1.0,Yes,35.0,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,2747.2,No,Germany,605.0,Pisano,183598.77,76.05,3780-DDGSE,Yes,Electronic check,76.05
3339,Female,0.0,Yes,57.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,,Yes,3274.35,No,Spain,736.0,Carter,79082.62,59.3,7153-CHRBV,Yes,Mailed check,59.3
3340,Male,0.0,No,53.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,4348.1,No,Spain,643.0,Hill,155516.35,80.6,5206-XZZQI,No,Mailed check,80.6
3341,Male,0.0,No,72.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,6201.95,No,France,542.0,Dalrymple,14353.43,88.6,3649-JPUGY,No,Bank transfer (automatic),88.6
3342,Female,0.0,Yes,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,135.75,No,France,649.0,Manna,75204.21,71.65,0508-OOLTO,Yes,Electronic check,71.65
3343,Female,0.0,Yes,71.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,6328.7,No,France,842.0,Hsueh,87071.18,87.25,6365-HITVU,Yes,Credit card (automatic),87.25
3344,Male,0.0,Yes,50.0,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,5017.9,Yes,Germany,435.0,Bellucci,5907.11,103.85,3804-RVTGV,Yes,Bank transfer (automatic),103.85
3345,Male,0.0,Yes,71.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,6300.85,No,Spain,655.0,Ts'ai,88798.02,85.45,6161-ERDGD,Yes,Electronic check,85.45
3346,Male,0.0,Yes,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1360.25,No,Spain,702.0,Brookes,59747.63,20.05,1403-GYAFU,Yes,Credit card (automatic),20.05
3347,Female,0.0,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,75.7,Yes,Spain,682.0,Rowe,49732.9,75.7,5196-SGOAK,No,Electronic check,75.7
3348,Male,0.0,Yes,12.0,Yes,No,Fiber optic,No,Yes,,No,No,Yes,Month-to-month,Yes,999.8,No,France,508.0,Butusov,6123.15,85.05,4536-PLEQY,No,Credit card (automatic),85.05
3349,Male,0.0,No,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,2282.55,Yes,France,706.0,Docherty,164128.41,90.55,7979-CORPM,No,Credit card (automatic),90.55
3350,Male,0.0,No,15.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,1566.75,No,Spain,662.0,Bracewell,111442.71,99.7,6215-NQCPY,No,Electronic check,99.7
3351,Male,0.0,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,316.9,Yes,Spain,490.0,Watson,114066.77,69.7,6047-YHPVI,No,Electronic check,69.7
3352,Male,0.0,Yes,,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,1077.5,Yes,Spain,698.0,Wei,115337.74,35.4,4139-SUGLD,Yes,Bank transfer (automatic),35.4
3353,Female,0.0,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.95,Yes,France,745.0,Hsiao,145789.71,69.95,3066-RRJIO,No,Mailed check,69.95
3354,Male,1.0,Yes,11.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,775.3,No,Spain,793.0,Hazon,152153.74,75.2,2460-NGXBJ,Yes,Credit card (automatic),75.2
3355,Female,0.0,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,4888.2,No,France,653.0,Macintyre,96429.29,68.75,8039-ACLPL,Yes,Credit card (automatic),68.75
3356,Female,1.0,Yes,25.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,2191.15,No,Spain,848.0,Okwudiliolisa,185510.34,88.4,4526-ZJJTM,No,Bank transfer (automatic),88.4
3357,Male,0.0,Yes,44.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,2317.1,No,France,611.0,Holmes,1235.49,54.3,6981-TDRFT,Yes,Electronic check,54.3
3358,Female,0.0,Yes,69.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,3121.4,No,France,591.0,Owen,48606.92,46.25,2253-KPMNB,Yes,Bank transfer (automatic),46.25
3359,Female,0.0,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,39.85,No,France,812.0,Iweobiegbunam,156906.15,20.7,3007-FDPEA,No,Bank transfer (automatic),20.7
3360,Female,0.0,Yes,48.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,883.35,No,Germany,660.0,Glenny,26025.6,19.55,2230-XTUWL,Yes,Mailed check,19.55
3361,Female,0.0,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,19.9,Yes,Germany,668.0,K'ung,159585.61,19.9,4800-VHZKI,No,Mailed check,19.9
3362,Male,0.0,No,1.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,50.15,No,Germany,432.0,Williams,43046.7,50.15,2740-TVLFN,No,Electronic check,50.15
3363,Female,0.0,No,39.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,1700.9,No,Spain,561.0,Kay,180932.46,41.15,8292-FRFZQ,No,Bank transfer (automatic),41.15
3364,Male,0.0,No,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,470,No,France,650.0,,32275.09,19.85,5171-EPLKN,No,Credit card (automatic),19.85
3365,Male,0.0,No,22.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,493.4,No,Spain,640.0,Wertheim,19131.71,24.85,9092-GDZKO,No,Credit card (automatic),24.85
3366,Female,0.0,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,44.4,Yes,Germany,650.0,Burke,11276.48,44.4,0415-MOSGF,No,Mailed check,44.4
3367,Male,0.0,No,7.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,635.6,Yes,France,577.0,Peng,158750.53,93.85,4626-GYCZP,No,Electronic check,93.85
3368,Male,0.0,No,56.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,1238.65,No,France,613.0,Goodman,114153.44,21.2,6922-NCEDI,Yes,Mailed check,21.2
3369,Male,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,8071.05,No,Germany,713.0,Okwuadigbo,56594.36,111.9,0619-OLYUR,No,Credit card (automatic),111.9
3370,Male,0.0,No,66.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,1673.8,No,Spain,572.0,Cook,67040.12,25.3,9337-SRRNI,Yes,Credit card (automatic),25.3
3371,Male,0.0,No,43.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,4528,Yes,Spain,606.0,Andrejew,63176.77,101.4,9600-NAXZN,No,Electronic check,101.4
3372,Female,0.0,Yes,51.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,,Two year,No,4421.95,No,Germany,850.0,Degtyarev,120380.12,85.5,1084-MNSMJ,Yes,Credit card (automatic),85.5
3373,Female,1.0,Yes,55.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,4874.7,Yes,Spain,611.0,Oliver,45886.33,85.45,0533-BNWKF,No,Electronic check,85.45
3374,Female,0.0,Yes,47.0,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,3007.25,No,Spain,534.0,Cheng,20856.31,63.8,7771-CFQRQ,Yes,Bank transfer (automatic),63.8
3375,Male,0.0,Yes,40.0,Yes,,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,3355.65,No,Germany,535.0,Craig,75888.65,85.05,4851-BQDNX,Yes,Electronic check,85.05
3376,Male,1.0,Yes,7.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,220.45,No,Germany,850.0,Maclean,132173.31,29.8,2826-DXLQO,No,Bank transfer (automatic),29.8
3377,Male,0.0,Yes,62.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,3753.2,No,Germany,674.0,Sung,182156.86,60.15,0440-EKDCF,No,Credit card (automatic),60.15
3378,Female,0.0,Yes,65.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,3857.1,No,France,544.0,T'ao,164137.36,58.9,9359-JANWS,No,Credit card (automatic),58.9
3379,Male,0.0,No,24.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,592.65,No,France,627.0,Kegley,106851.7,24.6,5789-LDFXO,No,Electronic check,24.6
3380,Male,0.0,No,62.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,6590.5,No,France,755.0,Herrin,28805.09,104.05,7572-KPVKK,Yes,Electronic check,104.05
3381,Female,0.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,8248.5,No,France,833.0,De Luca,136129.49,113.1,6859-QNXIQ,Yes,Bank transfer (automatic),113.1
3382,Female,0.0,Yes,69.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,4254.1,No,Germany,776.0,Buccho,194099.12,64.15,2954-PIBKO,Yes,Credit card (automatic),64.15
3383,Male,0.0,No,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,978,No,France,677.0,Kumm,182913.95,19.65,2675-IJRGJ,No,Bank transfer (automatic),19.65
3384,Male,0.0,Yes,66.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,7031.3,No,Germany,594.0,P'eng,42050.24,103.15,1442-OKRJE,Yes,Bank transfer (automatic),103.15
3385,Male,1.0,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,8061.5,No,France,576.0,Stanley,191063.36,112.9,9481-IEBZY,No,Credit card (automatic),112.9
3386,Male,1.0,Yes,57.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,2572.95,Yes,France,620.0,Atkinson,32589.45,44.85,3132-TVFDZ,No,Electronic check,44.85
3387,Female,1.0,Yes,43.0,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,2342.2,Yes,France,690.0,Napolitani,61257.83,55.55,6397-JNZZG,No,Credit card (automatic),55.55
3388,Male,0.0,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,51.6,No,France,586.0,Azuka,170487.4,19.85,8150-QUDFX,No,Mailed check,19.85
3389,Female,1.0,Yes,28.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,2812.2,Yes,France,543.0,Bianchi,25650.04,101.3,5569-OUICF,No,Credit card (automatic),101.3
3390,Female,1.0,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,369.6,No,France,756.0,Boniwell,93081.87,,1763-KUAAW,No,Bank transfer (automatic),20.35
3391,Male,0.0,No,11.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,492,No,Spain,850.0,Watson,180243.56,45.2,1685-VAYJF,No,Credit card (automatic),45.2
3392,Male,1.0,Yes,56.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,5794.65,Yes,France,744.0,McIntyre,24234.11,104.55,4913-EHYUI,Yes,Bank transfer (automatic),104.55
3393,Female,0.0,Yes,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1057.85,No,Spain,578.0,Mackenzie,112124.98,18.4,9764-REAFF,No,Bank transfer (automatic),18.4
3394,Female,0.0,No,53.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,4449.75,No,Spain,746.0,Williamson,71911.3,84.6,9677-AVKED,Yes,Electronic check,84.6
3395,Female,0.0,Yes,71.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1888.25,No,France,705.0,Shipp,112331.19,25.6,2169-RRLFW,No,Credit card (automatic),25.6
3396,Female,0.0,No,40.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,3532.25,No,France,648.0,Baresi,134676.72,83.85,9812-GHVRI,No,Bank transfer (automatic),83.85
3397,Male,0.0,Yes,55.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1443.65,No,France,648.0,Seleznyova,143668.58,25.7,1073-XXCZD,No,Bank transfer (automatic),25.7
3398,Male,0.0,No,6.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,336.7,No,Spain,673.0,Wallis,49684.09,59.15,9780-FKVVF,No,Bank transfer (automatic),59.15
3399,Female,0.0,No,22.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,1098.85,No,Germany,619.0,Findlay,48475.12,50.35,0212-ISBBF,No,Electronic check,50.35
3400,Male,0.0,No,10.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,,Yes,France,635.0,Chiwetelu,149853.89,98.55,5138-WVKYJ,No,Electronic check,98.55
3401,Male,0.0,No,14.0,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,771.95,No,France,646.0,Allen,164255.69,55.0,8645-KWHJO,No,Electronic check,55.0
3402,Female,0.0,Yes,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1784.5,No,Spain,652.0,Moore,188905.43,24.25,0480-KYJVA,Yes,Credit card (automatic),24.25
3403,Female,1.0,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.85,Yes,Germany,757.0,Teng,71926.28,20.85,6982-UQZLY,No,Mailed check,20.85
3404,Female,0.0,Yes,34.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,2003.6,No,Germany,714.0,Hou,47166.55,60.85,2202-OUTMO,No,Bank transfer (automatic),60.85
3405,Female,1.0,No,26.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,2351.8,Yes,France,444.0,Chukwudi,138743.86,91.25,6712-OAWRH,No,Electronic check,91.25
3406,Male,0.0,No,33.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,3275.15,,Spain,733.0,Donaldson,131625.14,95.3,9921-EZKBY,Yes,Bank transfer (automatic),95.3
3407,Female,0.0,No,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,112.75,No,Spain,674.0,Kennedy,100130.95,20.7,2928-HLDBA,No,Mailed check,20.7
3408,Female,0.0,No,10.0,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,629.55,No,France,691.0,Cookson,44653.5,60.95,7766-CLTIC,No,Mailed check,60.95
3409,Male,0.0,Yes,45.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,3597.5,No,Germany,601.0,Sagese,199661.5,78.8,7838-LAZFO,No,Bank transfer (automatic),78.8
3410,Male,0.0,No,8.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,546.45,No,France,739.0,Pirogova,57572.38,66.25,2373-NTKOD,No,Electronic check,66.25
3411,Female,0.0,No,1.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,48.6,No,France,691.0,Fitzgerald,199635.93,48.6,9752-ZNQUT,No,Electronic check,48.6
3412,Female,0.0,Yes,49.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,4783.5,Yes,France,443.0,Gilleland,70196.23,95.6,8610-WFCJF,Yes,Electronic check,95.6
3413,Female,0.0,Yes,56.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,5515.45,No,France,828.0,Culbreth,38131.77,99.8,1091-SOZGA,Yes,Credit card (automatic),99.8
3414,Female,0.0,No,8.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,574.5,No,France,592.0,Madueke,144290.25,66.05,7797-EJMDP,No,Bank transfer (automatic),66.05
3415,Male,0.0,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,78.3,No,France,761.0,Fallaci,81062.93,19.75,4558-CGYCZ,No,Mailed check,19.75
3416,Female,0.0,No,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,7984.15,No,Spain,806.0,Niu,18461.9,111.25,0835-JKADZ,No,Electronic check,111.25
3417,Female,0.0,No,34.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,2727.3,No,Spain,794.0,Obiuto,175643.44,79.95,3229-USWAR,No,Bank transfer (automatic),79.95
3418,Male,0.0,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,,No internet service,No internet service,One year,Yes,365.8,No,Spain,685.0,Ch'iu,113639.64,20.5,4378-BZYFP,No,Mailed check,20.5
3419,Female,1.0,No,1.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,25.25,Yes,France,542.0,Chao,196395.05,25.25,0612-RTZZA,No,Electronic check,25.25
3420,Male,0.0,No,13.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,1230.25,Yes,Spain,850.0,Fiorentino,69052.87,98.15,0952-KMEEH,No,Mailed check,98.15
3421,Male,0.0,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,6614.9,No,Germany,714.0,Chambers,63846.36,91.95,4718-WXBGI,Yes,Credit card (automatic),91.95
3422,Female,0.0,No,3.0,No,No phone service,DSL,Yes,No,No,Yes,No,,Month-to-month,,139.35,Yes,Spain,657.0,,52990.7,34.25,3815-SLMEF,No,Mailed check,34.25
3423,Female,0.0,Yes,69.0,Yes,Yes,Fiber optic,,No,Yes,No,No,No,One year,No,5848.6,No,France,444.0,Chidalu,161653.5,84.45,0197-PNKNK,Yes,Bank transfer (automatic),84.45
3424,Female,0.0,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,25.75,No,France,536.0,Hung,22375.14,25.75,2692-PFYTJ,No,Mailed check,25.75
3425,Male,0.0,No,1.0,Yes,No,DSL,No,No,No,No,No,,Month-to-month,No,44,No,France,622.0,Padovesi,196894.62,44.0,1942-OQFRW,No,Electronic check,44.0
3426,Female,0.0,No,59.0,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,4070.95,No,France,628.0,Mishina,13126.9,68.7,4560-WQAQW,No,Bank transfer (automatic),68.7
3427,Male,0.0,No,33.0,Yes,Yes,,No,Yes,No,No,No,No,Month-to-month,Yes,1665.2,No,France,518.0,She,73418.29,54.65,9342-VNIMQ,No,Bank transfer (automatic),54.65
3428,Female,0.0,Yes,53.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,3833.95,No,France,806.0,Sergeyev,32125.98,74.1,7619-PLRLP,No,Bank transfer (automatic),74.1
3429,Female,0.0,No,11.0,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,697.25,No,France,745.0,Carslaw,161519.77,64.9,5756-JYOJT,No,Credit card (automatic),64.9
3430,Female,0.0,Yes,23.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,611.45,No,Germany,680.0,Gough,90558.24,25.1,2808-CHTDM,Yes,Mailed check,25.1
3431,Male,0.0,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.95,No,Germany,703.0,Houghton,167810.26,19.95,6286-SUUWT,No,Mailed check,19.95
3432,Male,0.0,No,62.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,6125.4,Yes,Germany,601.0,Tao,103315.74,,3009-JWMPU,No,Electronic check,96.75
3433,Female,1.0,No,55.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,5509.3,Yes,Germany,732.0,Esposito,91936.1,100.0,0727-BMPLR,No,Electronic check,100.0
3434,Female,0.0,Yes,27.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,550.1,No,France,834.0,Lazarev,74287.53,19.9,4609-KNNWG,Yes,Mailed check,19.9
3435,Female,0.0,Yes,49.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,5293.2,Yes,Germany,786.0,Zito,125449.47,107.95,6386-SZZKH,Yes,Bank transfer (automatic),107.95
3436,Female,0.0,Yes,71.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,7707.7,No,Germany,788.0,Hawes,184178.29,109.25,6308-CQRBU,No,Electronic check,109.25
3437,Female,0.0,Yes,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,321.4,No,Germany,,Wood,53134.3,20.4,1159-WFSGR,Yes,Electronic check,20.4
3438,Male,0.0,Yes,50.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1013.2,No,Germany,635.0,Shaver,11407.58,19.8,0608-JDVEC,No,Electronic check,19.8
3439,Male,0.0,Yes,55.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,4238.45,No,Germany,650.0,Hughes,150835.21,79.4,7148-XZPHA,Yes,Electronic check,79.4
3440,Male,0.0,Yes,7.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,515.75,No,France,490.0,Hsieh,3937.37,71.35,1410-RSCMR,Yes,Credit card (automatic),71.35
3441,Male,0.0,Yes,45.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,2553.7,No,France,641.0,Wu,160110.65,54.65,1716-LSAMB,Yes,Bank transfer (automatic),54.65
3442,Male,0.0,No,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,5997.1,No,France,496.0,Lafleur,108098.28,84.3,3938-YFPXD,No,Credit card (automatic),84.3
3443,Male,0.0,Yes,59.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,5084.65,Yes,Germany,603.0,Quinn,108488.33,85.55,3313-QKNKB,No,Electronic check,85.55
3444,Male,0.0,Yes,40.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,4113.1,Yes,Germany,598.0,Martin,136886.86,101.3,4289-DTDKW,No,Electronic check,101.3
3445,Female,0.0,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,85,Yes,France,550.0,Shih,54018.93,85.0,9282-IZGQK,No,Electronic check,85.0
3446,Female,0.0,No,15.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,631.4,No,Spain,727.0,Gether,121751.04,48.85,9396-ZSFLL,No,Mailed check,48.85
3447,Male,0.0,Yes,27.0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,1246.4,No,France,622.0,Marchesi,142342.55,45.85,2212-LYASK,Yes,Credit card (automatic),45.85
3448,Female,0.0,Yes,70.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1328.35,No,Germany,728.0,Kennedy,84300.4,19.85,8285-ABVLB,No,Credit card (automatic),19.85
3449,Male,0.0,No,,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,901.25,No,Germany,704.0,Bradley,145071.33,25.6,4163-KIUHY,No,Electronic check,25.6
3450,Female,0.0,No,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,617.35,No,Germany,667.0,Meng,32462.39,20.35,1872-EBWSC,No,Mailed check,20.35
